1
-0.00644912	-0.999979	0	1500	0.35584	-0.934546	0.00147094	1499.47
0.0065901	-0.999978	0	1500	0.367062	-0.930196	-6.45534e-05	1499.49
-0.00485244	-0.999988	0	1500	0.357575	-0.933884	0.000458914	1499.39
0.00617914	-0.999981	0	1500	0.366825	-0.93029	0.000180115	1499.17
-0.00603625	-0.999982	0	1500	0.358008	-0.933718	-0.000834693	1499.51
-0.000109688	-1	0	1500	0.360927	-0.932594	-0.000455057	1499.44
-0.00215928	-0.999998	0	1500	0.360606	-0.932718	-0.000639579	1499.48
0.00713034	-0.999975	0	1500	0.366406	-0.930454	0.000926566	1499.49
-0.00744618	-0.999972	0	1500	0.355767	-0.934574	-0.000508898	1499.5
-0.00551895	-0.999985	0	1500	0.356815	-0.934174	-0.00103341	1499.45
0.00864151	-0.999963	0	1500	0.368342	-0.929688	0.00217811	1499.55
-0.00198423	-0.999998	0	1500	0.360962	-0.93258	1.17966e-06	1499.53
-0.008456	-0.999964	0	1500	0.353966	-0.935258	-0.000250728	1499.5
0.00612331	-0.999981	0	1500	0.36727	-0.930114	-9.42926e-05	1499.47
0.00174301	-0.999998	0	1500	0.362168	-0.932113	-0.0003587	1499.51
-0.00347492	-0.999994	0	1500	0.358145	-0.933666	0.000216337	1499.53
-0.00368836	-0.999993	0	1500	0.358923	-0.933367	-0.000574648	1499.31
0.00604404	-0.999982	0	1500	0.367034	-0.930206	-0.00145083	1499.52
0.00861295	-0.999963	0	1500	0.367166	-0.930156	0.00023233	1498.89
0.00294228	-0.999996	0	1500	0.363667	-0.931529	7.97227e-05	1499.53
-0.00757854	-0.999971	0	1500	0.355045	-0.934849	0.000357914	1499.49
-0.00173488	-0.999998	0	1500	0.359746	-0.93305	0.000813806	1499.48
-0.00142106	-0.999999	0	1500	0.359828	-0.933019	0.000257222	1499.49
0.00559853	-0.999984	0	1500	0.366341	-0.93048	0.000447094	1499.44
0.00734529	-0.999973	0	1500	0.367396	-0.930065	-0.000574429	1499.5
0.00740339	-0.999973	0	1500	0.366577	-0.930388	0.000414908	1498.82
0.00113869	-0.999999	0	1500	0.36175	-0.932275	0.000132366	1499.48
0.000735341	-1	0	1500	0.362774	-0.931877	-0.000403379	1499.49
-0.000219405	-1	0	1500	0.360696	-0.932684	-0.000243158	1499.22
0.00116394	-0.999999	0	1500	0.36212	-0.932131	-6.78037e-05	1499.43
-0.00442485	-0.99999	0	1500	0.358638	-0.933475	0.00164412	1499.45
0.000184765	-1	0	1500	0.362469	-0.931996	0.00094355	1499.47
-0.000732534	-1	0	1500	0.361472	-0.932382	0.00163414	1499.38
0.00590179	-0.999983	0	1500	0.366428	-0.930446	0.000307453	1499.47
-0.00427336	-0.999991	0	1500	0.358355	-0.933586	0.000334565	1499.46
0.00806012	-0.999968	0	1500	0.36776	-0.92992	-0.00102448	1499.55
-0.00209042	-0.999998	0	1500	0.359125	-0.933289	-0.000433784	1499.51
0.00463162	-0.999989	0	1500	0.365515	-0.930805	0.000497873	1499.54
-0.0060889	-0.999981	0	1500	0.356149	-0.934429	-0.00020178	1499.55
-0.00280667	-0.999996	0	1500	0.358526	-0.933519	-0.00114962	1499.54
-0.00158304	-0.999999	0	1500	0.362107	-0.932135	-0.00175103	1499.48
0.00466139	-0.999989	0	1500	0.365044	-0.93099	-0.000199239	1499.49
0.00471139	-0.999989	0	1500	0.366513	-0.930413	-0.000312534	1499.34
0.00673066	-0.999977	0	1500	0.36772	-0.929936	0.00091412	1499.52
-0.00281646	-0.999996	0	1500	0.36086	-0.932615	0.00294655	1499.55
-0.00723885	-0.999974	0	1500	0.356413	-0.934328	0.000522646	1499.16
-0.00485431	-0.999988	0	1500	0.35766	-0.933851	-0.0013316	1499
-0.000278563	-1	0	1500	0.361449	-0.932391	-0.0010487	1499.23
-0.00522688	-0.999986	0	1500	0.356933	-0.93413	0.00029702	1499.47
0.00332918	-0.999994	0	1500	0.362937	-0.931814	-0.000199538	1499.51
0.00463251	-0.999989	0	1500	0.365645	-0.930751	0.00260604	1499.42
-0.00383807	-0.999993	0	1500	0.359086	-0.933304	-0.000490687	1499.23
0.00122934	-0.999999	0	1500	0.362714	-0.9319	-0.000454617	1499.37
-0.006407	-0.999979	0	1500	0.356891	-0.934146	0.000468469	1497.52
0.00572082	-0.999984	0	1500	0.36541	-0.930847	8.25244e-05	1499.45
-0.000947681	-1	0	1500	0.3597	-0.933068	0.000102388	1499.34
-0.00409291	-0.999992	0	1500	0.357737	-0.933822	-0.000263915	1499.44
0.00236328	-0.999997	0	1500	0.363686	-0.931521	-0.000830985	1499.51
-0.00496252	-0.999988	0	1500	0.357371	-0.933962	0.000182804	1499.45
0.00739742	-0.999973	0	1500	0.369388	-0.929274	-0.00173362	1499.51
-0.00811623	-0.999967	0	1500	0.355953	-0.934504	0.00086617	1499.43
-0.0012037	-0.999999	0	1500	0.3607	-0.932682	-0.000209854	1499.54
