99.6464	51.8441	0.0	0.5
200	92.4372	0.0	0.5
300	74.7614	0.0	0.5
399.325	62.3712	0.0	0.5
499.64	53.4134	0.0	0.5
599.393	46.592	0.0	0.5
699.504	41.2218	0.0	0.5
799.464	36.9738	0.0	0.5
899.512	33.3714	0.0	0.5
999.513	30.5395	0.0	0.5
1100	28.0615	0.0	0.5
1199.21	25.9945	0.0	0.5
1299.54	24.1887	0.0	0.5
1400	22.6469	0.0	0.5
1500	21.2142	0.0	0.5
1599.04	20.0136	0.0	0.5
1700	18.9681	0.0	0.5
1799.2	17.9292	0.0	0.5
1900	17.1678	0.0	0.5
1999.43	16.4717	0.0	0.5
